Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
2,1,2,2,7,4,1,3474,1,3,8,2,61180,0.0,21,1,8.0,3,8,4,7,2,4,4.0,1.0,3.0
2,1,1,1,1,2,1,3475,0,1,7,2,62140,1.0,19,2,14.0,3,13,3,8,3,3,1.0,3.0,3.0
1,0,2,0,1,1,0,3476,1,2,6,0,63470,0.0,15,1,4.0,2,4,2,2,3,3,1.0,3.0,2.0
2,0,1,2,29,4,2,3477,1,1,6,2,115100,0.0,14,1,6.0,5,6,0,4,3,3,1.0,4.0,2.0
2,0,2,1,7,4,1,3478,1,4,7,0,71430,2.0,21,0,8.0,6,1,0,0,2,4,4.0,4.0,3.0
1,1,2,0,25,4,0,3479,0,2,6,1,82680,0.0,12,0,7.0,3,7,5,6,2,3,4.0,4.0,4.0
1,1,2,2,8,2,2,3480,1,2,7,0,80950,0.0,15,0,1.0,3,1,0,0,4,3,1.0,3.0,2.0
2,1,2,1,8,2,1,3481,1,4,4,2,29040,4.0,13,0,5.0,2,2,2,2,3,3,1.0,2.0,3.0
3,0,2,1,11,1,1,3482,1,4,6,1,60320,0.0,14,0,22.0,2,22,13,7,2,3,4.0,1.0,3.0
1,1,1,1,7,3,1,3483,1,2,3,0,29760,0.0,14,0,1.0,3,1,0,0,3,3,1.0,2.0,3.0
3,1,1,1,1,4,3,3484,1,2,6,2,159920,3.0,14,0,5.0,3,0,0,0,3,3,4.0,3.0,3.0
2,0,1,2,9,3,3,3485,0,2,6,1,46490,0.0,12,0,3.0,2,3,0,2,2,3,4.0,2.0,3.0
2,0,0,2,1,1,2,3486,0,2,5,1,26960,3.0,23,0,6.0,3,0,0,0,3,4,3.0,4.0,3.0
3,0,0,2,2,1,1,3487,1,2,7,2,23700,2.0,11,0,27.0,3,5,2,1,3,3,1.0,4.0,2.0
3,0,0,1,1,3,3,3488,0,2,1,1,125040,0.0,12,1,15.0,2,15,4,12,3,3,2.0,3.0,3.0
4,0,2,2,1,3,1,3489,1,1,7,2,59740,7.0,18,1,18.0,6,8,4,0,3,3,2.0,2.0,3.0
2,0,2,1,6,2,3,3490,1,1,6,0,47360,0.0,11,1,8.0,3,8,2,7,2,3,3.0,3.0,3.0
1,0,2,1,8,3,3,3491,0,4,6,0,52960,4.0,14,0,11.0,3,7,1,7,4,3,3.0,4.0,3.0
1,0,2,0,1,3,0,3492,0,4,2,0,67810,0.0,15,1,9.0,2,9,1,7,3,3,4.0,2.0,2.0
3,0,2,1,6,4,3,3493,1,3,7,1,21740,3.0,11,1,23.0,3,12,4,9,3,3,1.0,3.0,3.0
2,0,2,1,7,4,3,3494,1,1,7,2,66530,7.0,20,1,10.0,2,1,0,0,3,4,4.0,2.0,3.0
3,0,1,1,5,3,3,3495,0,2,2,1,96990,8.0,19,1,18.0,3,8,0,1,3,3,3.0,1.0,3.0
2,1,1,2,1,3,2,3496,1,2,0,0,67550,7.0,14,1,21.0,2,18,11,5,3,3,1.0,4.0,3.0
2,0,2,1,1,1,1,3497,1,1,0,2,22130,1.0,17,0,21.0,4,20,4,9,3,3,3.0,3.0,4.0
1,0,2,1,1,4,1,3498,0,1,6,2,26100,0.0,11,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0
2,0,0,1,6,3,1,3499,1,1,2,2,28510,9.0,15,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0
2,0,0,1,1,3,3,3500,1,3,8,2,34520,2.0,13,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0
2,0,1,1,7,3,1,3501,1,1,7,1,52580,0.0,14,3,2.0,5,2,2,2,3,3,3.0,4.0,3.0
1,0,2,2,2,4,2,3502,1,1,7,1,93550,0.0,11,0,5.0,4,5,0,4,3,3,1.0,2.0,1.0
2,0,1,1,9,2,4,3503,0,1,4,0,104960,0.0,13,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0
3,0,2,2,2,2,3,3504,0,1,7,1,63800,6.0,23,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0
2,0,1,2,9,1,5,3505,1,2,7,2,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0
1,0,1,1,1,4,3,3506,1,3,6,0,27160,0.0,18,0,7.0,2,7,1,1,1,3,4.0,2.0,2.0
3,0,2,2,21,2,1,3507,0,1,0,2,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0
1,0,2,2,4,2,4,3508,0,2,0,1,65400,0.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0
2,0,2,1,1,3,3,3509,0,1,1,1,38160,0.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0
1,0,1,2,6,4,1,3510,1,1,3,0,52530,0.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0
1,1,0,1,2,4,3,3511,1,3,2,2,109650,0.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0
2,1,2,1,3,2,1,3512,1,1,7,2,49360,0.0,14,0,5.0,2,5,0,3,2,3,1.0,1.0,3.0
3,0,2,1,4,2,3,3513,1,2,6,1,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0
2,1,1,2,10,3,5,3514,0,1,5,1,53040,0.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0
2,0,2,1,23,3,1,3515,1,3,4,0,166590,7.0,16,1,9.0,2,6,1,3,3,3,3.0,4.0,3.0
1,0,2,1,6,2,3,3516,0,1,0,1,42600,0.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0
2,0,2,2,1,1,2,3517,0,2,2,1,24760,0.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0
2,0,2,1,6,3,1,3518,0,3,2,2,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0
1,1,2,1,6,3,1,3519,1,1,7,1,22440,0.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0
2,0,1,1,2,4,3,3520,1,4,1,2,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0
3,1,1,2,2,4,1,3521,1,1,2,2,22850,0.0,16,0,21.0,3,21,13,14,1,3,3.0,1.0,2.0
3,0,2,1,1,2,1,3522,1,4,2,2,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0
2,0,2,1,5,3,3,3523,1,1,0,1,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0
1,0,2,2,7,4,1,3524,0,1,2,2,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0
1,1,2,1,15,4,1,3525,1,2,7,1,41970,0.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0
1,0,2,1,1,4,1,3526,1,2,8,1,143360,0.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0
1,0,2,1,7,2,1,3527,0,1,4,1,34480,0.0,11,0,10.0,3,10,1,4,3,3,3.0,,3.0
2,0,1,1,26,4,1,3528,1,2,6,1,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0
2,0,2,1,18,5,3,3529,0,2,6,0,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0
2,0,1,1,6,2,1,3530,1,1,5,2,43060,0.0,11,0,13.0,2,13,4,9,3,3,4.0,1.0,3.0
2,0,1,1,3,3,3,3531,0,2,2,1,22580,0.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0
3,1,2,2,5,3,2,3532,0,3,6,2,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0
2,0,0,1,11,2,4,3533,0,2,6,0,44870,0.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0
1,0,2,1,26,1,1,3535,1,1,2,1,22180,0.0,24,1,10.0,1,10,0,8,3,4,,4.0,3.0
1,0,2,1,23,4,1,3536,1,2,2,2,191970,0.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0
3,0,2,1,22,3,1,3537,0,2,8,1,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0
2,0,2,1,14,4,1,3538,1,3,6,1,65770,0.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0
1,0,2,1,6,3,3,3539,1,5,5,2,83920,0.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0
3,1,2,0,6,2,0,3540,1,3,7,2,45580,0.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0
4,0,2,1,6,4,1,3541,1,1,5,0,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0
1,0,2,1,23,3,3,3542,1,1,7,1,79690,0.0,14,0,5.0,3,5,1,3,3,3,2.0,4.0,2.0
1,1,1,1,22,4,3,3543,1,1,8,1,26540,0.0,24,0,0.0,5,0,0,0,2,4,3.0,4.0,3.0
3,0,2,1,2,3,1,3544,1,2,6,1,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0
3,0,0,1,20,3,1,3545,1,1,8,2,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0
2,0,2,1,28,4,1,3546,0,1,3,1,60910,0.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0
3,1,0,1,12,3,1,3547,1,2,8,0,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0
1,0,2,2,20,3,2,3548,1,3,7,0,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0
2,0,1,2,9,3,3,3549,1,1,4,1,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0
3,0,1,1,25,4,1,3550,0,2,0,1,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0
1,0,2,1,6,3,5,3551,1,2,6,1,23510,0.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0
3,0,2,1,8,4,4,3552,1,3,3,1,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0
2,0,2,2,4,4,2,3553,1,1,2,1,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0
1,1,2,0,28,4,0,3554,1,3,4,1,28860,0.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0
2,0,1,1,9,2,3,3555,0,1,7,1,20970,0.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0
2,0,2,1,9,2,3,3556,1,2,7,0,119350,0.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0
1,0,2,2,29,3,2,3557,1,1,7,0,25460,0.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0
3,0,2,1,3,4,3,3558,1,2,6,2,25640,0.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0
1,0,2,1,18,4,3,3559,1,1,1,2,84120,0.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0
3,0,2,2,9,1,3,3560,0,1,7,0,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0
3,0,0,1,5,4,3,3561,1,5,7,1,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0
4,0,2,2,2,2,1,3562,1,2,7,0,25640,0.0,14,1,11.0,3,11,1,9,3,3,2.0,4.0,3.0
2,0,1,2,10,3,1,3563,0,1,7,1,102660,0.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0
2,0,1,1,9,3,1,3564,0,2,6,2,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0
2,0,2,2,3,2,2,3565,1,4,0,0,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0
2,0,2,2,26,2,2,3566,1,1,6,1,42300,0.0,12,0,14.0,0,14,4,10,3,3,1.0,4.0,3.0
2,0,2,1,1,3,3,3567,0,2,6,0,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0
1,0,2,1,6,2,3,3568,0,1,2,2,27680,0.0,22,1,4.0,0,4,1,1,3,4,3.0,4.0,3.0
1,0,2,2,9,3,2,3569,0,1,6,1,90710,0.0,19,1,11.0,2,11,5,7,2,3,4.0,2.0,3.0
3,0,1,0,8,2,3,3570,1,1,7,1,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0
2,0,0,1,1,1,1,3571,1,2,7,1,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0
1,0,2,1,7,3,1,3572,1,3,4,1,34080,0.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0
4,0,1,1,9,2,3,3573,1,2,8,0,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0
3,0,2,0,4,4,1,3574,1,5,2,1,76320,0.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0
1,1,0,2,2,2,4,3575,1,3,0,2,98240,0.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0
1,0,2,1,19,4,1,3576,1,1,4,0,99500,0.0,20,0,3.0,3,3,1,2,3,4,1.0,4.0,3.0
4,0,2,1,9,4,1,3577,1,2,7,1,20930,3.0,19,0,36.0,2,10,0,9,3,3,4.0,4.0,3.0
2,0,2,1,21,3,1,3578,1,2,2,1,99800,0.0,12,0,6.0,1,6,0,1,3,3,3.0,1.0,2.0
2,0,2,2,24,1,2,3579,0,1,7,2,38940,0.0,12,0,10.0,3,10,1,8,4,3,3.0,1.0,3.0
4,0,2,1,3,4,5,3580,1,1,6,2,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,4.0,3.0
3,0,2,1,11,2,1,3581,1,3,2,1,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,4.0,3.0
3,0,2,2,14,4,1,3582,1,2,6,1,62300,2.0,14,0,23.0,2,1,0,0,2,3,1.0,3.0,4.0
2,0,1,2,5,2,2,3583,0,1,2,1,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,2.0,2.0
3,0,2,1,1,4,1,3584,0,2,2,2,132370,5.0,13,1,7.0,2,1,0,0,4,3,4.0,2.0,2.0
1,0,2,1,6,4,1,3585,1,2,2,0,37550,0.0,19,0,5.0,2,5,0,3,3,3,1.0,3.0,3.0
1,0,2,2,17,4,3,3586,1,1,2,0,65820,0.0,19,1,6.0,3,6,1,0,3,3,3.0,4.0,3.0
3,0,2,2,1,1,2,3587,1,2,4,2,74060,6.0,14,2,25.0,2,1,0,0,3,3,4.0,4.0,4.0
1,0,2,1,3,3,5,3588,0,2,0,0,48050,3.0,16,1,9.0,2,7,1,7,3,3,4.0,4.0,2.0
2,0,2,2,9,4,3,3589,0,2,2,1,27410,0.0,15,1,1.0,3,1,0,0,3,3,3.0,3.0,2.0
3,0,2,1,4,3,1,3590,0,1,2,1,42620,7.0,18,0,26.0,2,22,3,10,3,3,2.0,2.0,3.0
2,0,2,1,8,2,1,3591,0,2,6,0,161840,0.0,13,1,9.0,2,9,0,8,4,3,4.0,3.0,3.0
1,0,2,2,2,4,2,3592,1,3,2,2,115570,0.0,22,0,1.0,0,1,0,1,3,4,2.0,4.0,3.0
1,0,2,2,2,3,3,3593,1,3,2,1,18780,0.0,13,1,1.0,2,1,0,1,3,3,4.0,3.0,3.0
1,1,1,1,1,1,1,3594,1,1,4,2,109320,0.0,11,1,1.0,3,1,1,0,3,3,3.0,4.0,3.0
1,0,2,0,9,3,1,3595,1,2,6,2,68110,0.0,11,1,8.0,4,8,2,2,3,3,3.0,4.0,2.0
3,1,2,0,12,3,0,3596,1,2,2,2,43060,2.0,11,2,26.0,3,24,1,11,3,3,1.0,2.0,3.0
4,0,0,1,27,3,1,3597,0,2,3,0,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,2.0,3.0
1,1,1,1,20,2,3,3598,0,4,6,2,53370,0.0,14,1,2.0,2,2,2,2,3,3,1.0,3.0,1.0
3,0,2,1,1,4,1,3599,1,1,4,1,23400,2.0,13,1,26.0,2,11,0,8,1,3,4.0,2.0,3.0
2,0,2,2,13,4,3,3600,1,3,8,2,74910,0.0,14,1,3.0,3,3,0,2,2,3,3.0,1.0,3.0
4,0,1,1,14,3,1,3601,1,2,5,0,105270,4.0,14,0,31.0,3,29,11,10,3,3,4.0,2.0,2.0
4,0,2,1,4,2,1,3602,1,2,6,2,165950,6.0,21,1,25.0,2,9,5,4,3,4,4.0,4.0,2.0
2,0,1,2,14,4,3,3603,0,3,6,0,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,2.0,4.0
1,0,1,1,2,3,4,3604,0,1,3,2,55770,0.0,19,0,4.0,3,4,0,2,3,3,4.0,3.0,2.0
3,0,2,1,3,4,1,3605,1,2,6,0,47070,1.0,17,0,26.0,4,25,14,13,1,3,3.0,1.0,2.0
2,0,1,2,1,3,1,3606,1,2,7,1,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,2.0,4.0
2,0,2,1,9,3,1,3607,1,4,0,1,98240,0.0,19,0,3.0,2,3,2,2,3,3,3.0,3.0,3.0
3,0,2,1,23,4,1,3608,0,1,3,1,64470,6.0,13,0,18.0,3,1,0,0,3,3,2.0,2.0,3.0
3,0,2,1,7,2,3,3609,0,1,2,2,195020,3.0,18,2,23.0,3,21,15,17,4,3,4.0,4.0,4.0
2,0,2,1,2,4,3,3610,1,1,0,2,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,2.0,3.0
3,1,2,1,21,4,1,3611,0,2,2,1,62720,0.0,19,1,10.0,3,10,0,5,3,3,1.0,4.0,3.0
1,0,1,1,2,3,1,3612,0,2,8,1,21270,0.0,14,0,2.0,3,2,2,2,3,3,4.0,4.0,3.0
4,0,1,2,21,4,3,3613,1,2,6,2,182000,0.0,17,0,7.0,3,7,7,7,3,3,2.0,3.0,2.0
1,0,0,1,2,4,4,3614,1,1,6,2,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0
1,1,2,1,29,4,5,3615,0,1,8,0,28860,3.0,13,0,10.0,4,7,7,7,3,3,2.0,3.0,3.0
1,0,2,2,1,4,1,3616,0,2,8,2,20330,2.0,15,1,5.0,5,3,1,2,3,3,4.0,1.0,2.0
1,0,2,1,18,2,1,3617,1,1,6,2,36220,0.0,25,0,2.0,0,2,2,1,3,4,4.0,2.0,2.0
2,0,2,1,10,4,4,3618,0,1,7,1,42330,0.0,11,0,10.0,5,10,0,8,3,3,3.0,4.0,4.0
3,0,1,1,19,3,3,3619,1,3,2,2,36810,3.0,17,1,22.0,2,0,0,0,3,3,2.0,2.0,3.0
2,0,2,2,29,1,2,3620,0,1,2,0,54600,6.0,13,2,21.0,3,19,15,2,3,3,3.0,2.0,3.0
4,0,2,1,27,3,4,3621,1,2,2,0,21870,0.0,18,1,2.0,1,2,2,2,1,3,1.0,3.0,3.0
2,1,2,1,5,3,5,3622,0,1,7,1,96020,0.0,13,1,10.0,3,10,1,1,3,3,4.0,3.0,3.0
2,1,2,1,18,2,1,3623,1,2,2,2,28360,0.0,20,0,5.0,3,5,0,3,2,4,3.0,1.0,3.0
1,0,2,2,9,1,2,3624,1,4,5,1,40890,0.0,18,0,9.0,2,9,6,7,4,3,1.0,4.0,3.0
2,0,2,2,1,3,2,3625,1,2,7,1,166270,3.0,12,0,10.0,5,7,1,7,2,3,4.0,3.0,3.0
3,0,2,2,4,3,3,3626,1,1,6,2,26190,6.0,12,1,10.0,3,7,5,7,2,3,4.0,1.0,4.0
1,0,0,1,1,3,3,3627,1,5,7,1,56790,0.0,13,0,9.0,2,9,7,5,2,3,3.0,4.0,3.0
3,0,2,1,20,2,3,3628,0,5,2,1,154020,4.0,21,0,25.0,3,3,1,2,2,4,4.0,1.0,3.0
2,1,2,2,8,1,4,3629,1,1,2,2,59850,2.0,13,3,9.0,1,5,1,0,2,3,4.0,2.0,3.0
4,1,2,1,3,2,5,3630,1,3,2,2,25790,9.0,19,1,10.0,1,8,7,7,3,3,2.0,2.0,2.0
1,0,2,1,6,4,3,3631,0,1,7,1,30410,0.0,11,1,9.0,2,9,0,8,2,3,2.0,1.0,3.0
2,0,2,1,26,1,3,3632,1,2,0,2,34470,0.0,14,0,8.0,5,8,1,7,3,3,1.0,3.0,3.0
2,0,0,1,1,2,3,3633,1,1,7,0,195130,0.0,12,1,10.0,1,10,9,6,2,3,4.0,3.0,2.0
3,0,0,2,6,3,1,3634,0,1,5,2,27730,0.0,11,0,19.0,3,19,11,9,3,3,3.0,2.0,3.0
2,1,1,1,3,1,1,3635,1,1,7,2,71040,0.0,14,1,3.0,3,3,2,2,3,3,4.0,2.0,4.0
3,1,2,2,5,3,1,3636,1,1,2,1,63220,4.0,11,1,10.0,2,3,1,2,3,3,1.0,1.0,4.0
3,0,0,1,4,3,1,3637,1,2,2,1,20830,0.0,12,2,20.0,3,20,2,10,2,3,3.0,3.0,2.0
4,0,2,2,11,3,5,3638,1,2,4,1,83810,4.0,15,1,23.0,3,19,9,11,3,3,4.0,3.0,3.0
4,0,2,2,3,2,3,3639,0,3,4,2,26910,6.0,16,1,36.0,6,7,7,7,3,3,4.0,2.0,3.0
2,0,0,1,1,1,1,3640,1,1,2,0,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0
2,0,2,1,3,2,5,3641,1,2,5,0,26590,0.0,24,3,9.0,2,9,1,6,3,4,4.0,4.0,2.0
2,0,2,2,4,3,3,3642,1,2,7,2,94340,0.0,13,1,9.0,3,9,8,8,2,3,3.0,4.0,3.0
3,0,1,2,1,4,4,3643,0,2,0,0,55610,0.0,11,0,9.0,2,9,1,7,2,3,3.0,1.0,3.0
2,0,1,2,1,2,5,3644,1,2,3,2,66460,0.0,13,1,9.0,2,9,1,1,2,3,3.0,3.0,3.0
4,0,2,2,18,2,1,3645,1,4,4,0,77250,0.0,13,1,33.0,2,33,0,10,3,3,3.0,2.0,3.0
2,0,2,2,2,4,1,3646,0,1,6,0,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.0,1.0,3.0
2,0,2,2,4,3,1,3647,1,2,6,2,88470,0.0,16,0,10.0,3,10,9,6,4,3,3.0,1.0,4.0
1,0,2,1,6,2,3,3648,0,4,6,1,20450,3.0,19,0,7.0,3,3,1,2,3,3,4.0,4.0,2.0
4,1,2,2,1,4,5,3649,1,2,7,1,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.0,1.0,2.0
2,0,2,1,14,4,3,3650,0,1,6,1,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.0,2.0,3.0
2,0,1,2,16,2,1,3651,1,1,6,1,12810,2.0,11,0,17.0,2,15,6,13,3,3,1.0,1.0,2.0
3,0,2,1,2,1,1,3652,1,2,6,2,28190,1.0,20,0,11.0,2,10,0,8,2,4,4.0,4.0,3.0
1,0,2,1,2,3,1,3653,0,2,2,1,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,4.0,3.0
4,0,2,1,4,1,3,3654,0,3,4,2,40280,3.0,14,0,29.0,3,5,0,3,3,3,4.0,2.0,2.0
1,0,0,1,1,4,3,3655,1,2,7,2,27200,0.0,22,1,0.0,2,0,0,0,3,4,4.0,4.0,
2,0,2,1,1,4,4,3656,0,2,5,1,81200,0.0,13,0,9.0,2,9,0,0,2,3,4.0,4.0,3.0
1,0,1,1,26,4,3,3657,0,1,5,2,46470,3.0,17,0,8.0,3,6,0,0,4,3,4.0,4.0,3.0
4,1,2,1,19,3,5,3658,1,1,1,2,46800,6.0,14,3,24.0,0,19,3,8,4,3,1.0,3.0,2.0
4,0,2,1,24,4,1,3659,1,2,2,1,32210,4.0,15,2,33.0,2,19,15,9,3,3,4.0,2.0,3.0
2,0,0,2,1,2,1,3660,1,2,6,0,86210,0.0,17,1,5.0,1,5,0,0,3,3,1.0,3.0,3.0
2,0,2,1,3,3,1,3661,1,2,7,0,45770,5.0,11,1,15.0,3,12,11,8,2,3,2.0,3.0,3.0
2,0,2,1,5,3,1,3662,1,1,6,1,45530,4.0,18,1,10.0,2,8,7,7,4,3,2.0,3.0,3.0
2,1,1,1,2,2,3,3663,0,2,4,2,53960,7.0,17,1,3.0,2,1,0,0,1,3,3.0,4.0,4.0
2,1,1,1,1,2,3,3664,1,1,4,1,67960,0.0,13,0,4.0,2,4,3,2,3,3,4.0,3.0,2.0
2,0,1,1,7,3,3,3665,0,2,8,0,76250,0.0,15,0,4.0,2,4,0,3,2,3,4.0,3.0,3.0
2,0,2,1,10,4,4,3666,0,2,2,2,74120,0.0,24,0,14.0,4,14,4,11,3,4,3.0,4.0,4.0
1,0,2,1,2,3,1,3667,0,2,0,1,111590,0.0,12,0,5.0,2,5,0,4,3,3,3.0,1.0,3.0
2,1,2,1,15,2,1,3668,1,2,7,1,49600,0.0,15,0,10.0,3,10,6,7,2,3,4.0,3.0,2.0
2,0,2,1,17,4,5,3669,0,2,0,1,104750,3.0,11,1,8.0,3,5,1,4,3,3,1.0,4.0,4.0
4,0,1,1,20,3,3,3670,1,2,7,1,148140,2.0,11,1,14.0,2,4,3,2,2,3,2.0,2.0,3.0
3,0,1,1,1,3,1,3671,1,4,7,0,191410,3.0,12,1,12.0,2,6,3,3,3,3,4.0,4.0,2.0
2,0,2,1,2,2,3,3672,0,1,0,1,54050,7.0,15,0,8.0,3,6,1,3,4,3,3.0,3.0,3.0
2,0,1,1,2,3,3,3673,0,1,7,1,87930,6.0,17,0,8.0,2,5,1,2,3,3,2.0,4.0,4.0
2,0,2,1,1,4,3,3674,1,5,5,1,191890,0.0,12,1,3.0,3,3,1,2,3,3,3.0,2.0,2.0
2,0,0,1,29,2,1,3675,1,2,7,1,38750,3.0,15,0,13.0,3,6,0,5,3,3,3.0,3.0,3.0
1,0,2,1,7,4,1,3676,1,1,7,1,22160,2.0,13,3,6.0,2,3,1,2,2,3,1.0,3.0,2.0
4,0,1,1,2,1,1,3677,1,2,7,1,117130,2.0,14,0,24.0,2,5,0,2,3,3,4.0,3.0,2.0
3,0,2,1,2,2,3,3678,1,1,2,2,78610,0.0,14,2,20.0,1,20,1,8,3,3,1.0,3.0,1.0
1,0,2,1,2,4,1,3679,1,1,1,1,37080,0.0,16,2,6.0,2,6,4,4,3,3,4.0,4.0,3.0
1,1,2,1,2,5,1,3680,0,1,6,2,137700,0.0,18,1,8.0,3,8,7,7,4,3,4.0,3.0,3.0
1,0,2,1,2,2,4,3681,1,3,2,2,53040,0.0,20,1,4.0,2,4,1,1,3,4,1.0,4.0,3.0
3,0,2,2,23,3,2,3682,0,3,6,1,26420,0.0,13,1,20.0,3,20,0,9,3,3,,1.0,3.0
4,0,2,1,5,2,1,3683,0,1,0,1,27590,9.0,18,1,12.0,6,5,0,4,3,3,3.0,1.0,1.0
2,0,2,1,20,5,1,3684,1,2,3,2,68040,4.0,13,1,8.0,1,3,0,2,3,3,1.0,3.0,3.0
2,0,1,1,6,4,3,3685,0,2,5,2,61420,2.0,15,1,10.0,2,2,2,2,3,3,3.0,4.0,3.0
1,0,2,1,1,4,3,3686,1,2,7,1,25000,4.0,14,2,7.0,2,3,0,2,1,3,1.0,4.0,2.0
1,0,2,1,29,4,1,3687,1,1,6,2,63890,0.0,22,0,7.0,2,7,0,7,2,4,3.0,1.0,3.0
1,0,2,2,9,3,1,3688,1,1,2,2,111030,0.0,12,0,10.0,5,10,0,9,2,3,2.0,1.0,2.0
3,1,1,2,6,5,3,3689,0,2,0,2,23420,3.0,18,0,20.0,2,4,1,3,3,3,1.0,1.0,3.0
